ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202224703,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224729,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224729,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224729,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224729,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224729,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224729,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224729,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224729,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224614,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224614,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224614,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224614,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224614,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224614,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Отношение средней нагрузки к максимальной,1
202224614,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,0
202224614,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224718,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224718,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224718,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224718,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224718,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224718,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это число часов ， которое понадобилось бы для выработки фактически произведенного за год количества электрической энергии ， если бы оборудование работало только на номинальной мощности,1
202224718,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Отношение средней нагрузки к максимальной,1
202224718,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224627,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224627,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224627,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224627,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224627,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224627,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224627,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224627,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,Тепло используется на бытовые нужды， на технологические нужды и на отопление и вентиляцию !,1
202224615,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224615,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224615,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224615,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224615,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224615,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224615,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224615,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это число часов ， которое понадобилось бы для выработки фактически произведенного за год количества электрической энергии ， если бы оборудование работало только на номинальной мощности,0
202224726,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224726,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224726,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224726,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224726,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224726,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Степень неравномерности суточной нагрузки - это показатель， характеризующий разницу между максимальным и минимальным значениями нагрузки в течение суток. Он выражается в процентах и позволяет оценить， насколько нагрузка на организм варьируется в течение дня.,0
202224726,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,максимальная мощность， с которой тепловая электростанция может работать в течение 24 часов при установленном режиме.,1
202224726,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,Максимальная мощность， которую электростанция может выдавать стабильно и стабильно в расчетных условиях.,1
202224611,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224611,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224611,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224611,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224611,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224611,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224611,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Мощность， готовая к использованию при авариях или пиковых нагрузках,1
202224611,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224725,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224725,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224725,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224725,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224725,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224725,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224725,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,Суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224725,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это разность между установленной и рабочей мощностями,1
202224622,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224622,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224622,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224622,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224622,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224622,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,0
202224622,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224622,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224628,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224628,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224628,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224628,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224628,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224628,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов,1
202224628,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224628,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную,1
202224621,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224621,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224621,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224621,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224621,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224621,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224621,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224621,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224630,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224630,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224630,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224630,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224630,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224630,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это разность между установленной и рабочей мощностями !,1
202224630,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224630,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224724,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224724,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224724,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224724,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224724,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,0
202224724,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это разность между установленной и рабочей мощностями,1
202224724,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224724,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224612,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224612,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224612,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224612,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224612,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224612,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224612,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224612,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224617,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224617,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224617,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224617,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224617,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную,1
202224617,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224617,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Установленная мощность，Рабочая ， резервная,1
202224617,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224712,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224712,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224712,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224712,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224712,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Резервная мощность ТЭС — это дополнительная генерирующая способность электростанции， предназначенная для компенсации непредвиденных ситуаций (например， аварий， пиков нагрузки) или плановых ремонтов. Она обеспечивает стабильность энергоснабжения и делится на два типа:,1
202224712,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Объём выполненной работы，Пиковая нагрузка，Среднее значение нагрузки，Технические характеристики оборудования，Временные интервалы анализа,1
202224712,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Степень неравномерности суточной нагрузки — это технический показатель， характеризующий колебания уровня потребления энергии (или других ресурсов) в течение суток. Он определяется как отношение максимальной нагрузки к средней или минимальной за определённый период времени.,0
202224712,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,Установленная мощность ТЭС — это максимальная электрическая мощность， которую тепловая электростанция способна стабильно вырабатывать при полной загрузке всех её энергоблоков в стандартных условиях эксплуатации. Этот параметр определяется суммой номинальных мощностей генераторов， подключённых к системе， и является ключевым показателем для планирования энергоснабжения регионов .,1
202224618,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224618,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224618,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224618,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224618,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224618,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Мощность， готовая к использованию при авариях или пиковых нагрузках,1
202224618,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224618,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224711,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224711,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224711,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224711,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224711,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Отношение минимальной нагрузки к максимальной за сутки,0
202224711,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224711,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Мощность， готовая к использованию при авариях или пиковых нагрузках,1
202224711,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Установленная мощностьInstalled power,1
202224623,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224623,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224623,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224623,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224623,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224623,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224623,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,0
202224623,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224730,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224730,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224730,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224730,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224730,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224730,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Отношение минимальной нагрузки к максимальной за сутки,0
