ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202224310,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224310,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224312,8,Естественный цвет бетона - …,Б. серый,,0
202224312,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224312,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224312,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224312,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224312,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224312,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224312,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224312,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224312,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224312,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224312,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,1
202224312,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224312,3,По назначению здания разделяются на … и гражданские.,А. промышленные,A.промышленные,2
202224312,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224314,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224314,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224314,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224314,5,Жилое здание это здание для … .,Б. проживания,,0
202224314,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224314,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224314,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224314,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224314,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224314,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224314,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224314,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224314,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224314,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224314,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224307,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224307,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224307,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224307,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224307,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224307,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224307,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224307,8,Естественный цвет бетона - …,Б. серый,,0
202224307,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224307,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224307,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224307,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224307,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224307,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224307,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224110,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224110,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224110,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224110,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224110,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224110,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224110,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224110,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224110,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224110,8,Естественный цвет бетона - …,Б. серый,,0
202224110,3,По назначению здания разделяются на … и гражданские.,А. промышленные,B.жилые,1
202224110,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224110,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,A.строительстве и ремонте дорог.,1
202224110,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224110,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224203,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224203,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224203,8,Естественный цвет бетона - …,Б. серый,,0
202224203,5,Жилое здание это здание для … .,Б. проживания,,0
202224203,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224203,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224203,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224203,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224203,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224203,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224203,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224203,3,По назначению здания разделяются на … и гражданские.,А. промышленные,A.промышленные,2
202224203,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224203,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224203,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224322,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224322,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224322,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224322,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224322,5,Жилое здание это здание для … .,Б. проживания,,0
202224322,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224322,8,Естественный цвет бетона - …,Б. серый,,0
202224322,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224322,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224322,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224322,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224322,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224322,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224322,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224322,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224025,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224025,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224025,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224025,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224025,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224025,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224025,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224025,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224025,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224025,5,Жилое здание это здание для … .,Б. проживания,,0
202224025,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224025,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,1
202224025,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224025,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224025,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224024,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224024,8,Естественный цвет бетона - …,Б. серый,,0
202224024,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224024,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224024,5,Жилое здание это здание для … .,Б. проживания,,0
202224024,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224024,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224024,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224024,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224024,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224024,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224024,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224024,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,A.промышленные,1
202224024,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224024,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224001,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224001,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224001,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224001,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224001,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224001,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224001,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224001,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224001,5,Жилое здание это здание для … .,Б. проживания,,0
202224001,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224001,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224001,3,По назначению здания разделяются на … и гражданские.,А. промышленные,C.административные,1
202224001,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,C.здание,1
202224001,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224001,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224018,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224018,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224018,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224018,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224018,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224018,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224018,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224018,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224018,5,Жилое здание это здание для … .,Б. проживания,,0
202224018,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224018,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,C.административные,1
202224018,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224018,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224018,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224018,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224023,8,Естественный цвет бетона - …,Б. серый,,0
202224023,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224023,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224023,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224023,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224023,5,Жилое здание это здание для … .,Б. проживания,,0
202224023,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224023,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224023,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224023,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224023,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224023,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224023,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,B.бульдозер,2
202224023,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224023,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224223,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224223,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224223,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224223,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224223,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224223,8,Естественный цвет бетона - …,Б. серый,,0
202224223,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224223,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224223,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224223,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224223,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224223,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224223,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224223,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224223,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224201,8,Естественный цвет бетона - …,Б. серый,,0
202224201,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224201,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224201,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224201,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224201,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224201,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224201,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224201,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224201,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224201,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224201,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224201,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224201,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224201,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224304,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224304,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224304,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224304,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224304,5,Жилое здание это здание для … .,Б. проживания,,0
202224304,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224304,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224304,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224304,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224304,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224304,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224304,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224304,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224304,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224304,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224004,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224004,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224004,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224004,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224004,8,Естественный цвет бетона - …,Б. серый,,0
202224004,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224004,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224004,5,Жилое здание это здание для … .,Б. проживания,,0
202224004,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224004,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224004,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,C.подземную,2
202224004,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,1
202224004,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224004,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,B.бульдозер,2
202224004,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224013,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224013,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224013,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224013,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224013,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224013,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224013,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224013,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224013,5,Жилое здание это здание для … .,Б. проживания,,0
202224013,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224013,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224013,8,Естественный цвет бетона - …,Б. серый,B.серый,2
